"season","week","offense_team","games_played","total_plays","pass_plays","run_plays","pass_rate","avg_yards_per_play","avg_yards_per_pass","avg_yards_per_run","avg_epa_per_play","avg_epa_pass","avg_epa_run","success_rate","explosive_play_rate","stuff_rate","sack_rate","turnovers_lost","turnover_rate","touchdowns","third_down_attempts","third_down_conversions","third_down_rate","red_zone_plays","red_zone_tds","red_zone_td_rate","two_min_plays","two_min_epa","plays_per_game","seconds_per_play","roll3_epa","roll3_success_rate","roll3_explosive_rate","roll3_third_down","roll3_red_zone_td","roll3_pace","composite_epa","epa_rank","pass_epa_rank","run_epa_rank","success_rank","third_down_rank","red_zone_rank"
2025,5,"ARI",1,62,34,28,0.548387096774194,5.7741935483871,5.64705882352941,5.92857142857143,-0.0412140019667981,0.0788466512561118,-0.187001938023189,0.387096774193548,0.112903225806452,0.274193548387097,0.0882352941176471,2,0.032258064516129,3,15,7,0.466666666666667,8,3,0.375,4,-0.328343870598474,62,NA,-0.0386662382567723,0.38300051203277,0.0587984297661717,0.407936507936508,0.286904761904762,62.6666666666667,-0.0274927844556084,21,16,21,26,11.5,5
2025,5,"BAL",1,40,21,19,0.525,5.175,7.76190476190476,2.31578947368421,-0.335742803858894,-0.375950309139186,-0.29130292960173,0.375,0.05,0.3,0.0476190476190476,3,0.075,1,8,3,0.375,5,1,0.2,2,0.271357135658036,40,NA,-0.120871422944023,0.429647785039942,0.105628177196805,0.406818181818182,0.182828282828283,48.3333333333333,-0.342091357324204,28,27,26,27,18,19
2025,5,"BUF",1,59,31,28,0.525423728813559,5.91525423728814,7.32258064516129,4.35714285714286,-0.0137397511008784,0.123886700023929,-0.16611189341763,0.491525423728814,0.11864406779661,0.220338983050847,0.032258064516129,3,0.0508474576271186,2,9,5,0.555555555555556,13,2,0.153846153846154,1,-0.00966190782492049,59,NA,0.154809160624341,0.50559832183593,0.137481535626723,0.478114478114478,0.257631257631258,56,0.0078872626473056,16,14,20,13,6,23
2025,5,"CAR",1,60,32,28,0.533333333333333,6.73333333333333,5.59375,8.03571428571429,0.136640719806523,-0.0331008030652446,0.330631031659972,0.45,0.15,0.25,0.09375,2,0.0333333333333333,3,11,5,0.454545454545455,11,3,0.272727272727273,11,0.296256851955605,60,NA,0.0400645992813471,0.47762457668118,0.093347847121432,0.361471861471861,0.275524475524476,59.3333333333333,0.112391930824842,10,22,2,20,13,11.5
2025,5,"CIN",1,57,41,16,0.719298245614035,5.45614035087719,5.51219512195122,5.3125,-0.149252425202492,-0.251449678547914,0.112628036495153,0.403508771929825,0.12280701754386,0.368421052631579,0.0487804878048781,3,0.0526315789473684,3,11,4,0.363636363636364,5,2,0.4,7,-0.056931160742058,57,NA,-0.421198356931681,0.345053810998083,0.0619440758759644,0.248484848484849,0.3,50,-0.105818592530688,23,24,8,22,19,2.5
2025,5,"CLE",1,65,34,31,0.523076923076923,4.93846153846154,5.35294117647059,4.48387096774194,0.00736937651661165,-0.0652290300349757,0.0869934353151268,0.4,0.107692307692308,0.369230769230769,0.0588235294117647,0,0,2,15,3,0.2,16,2,0.125,13,0.213037300084775,65,NA,-0.169098014476452,0.322321428571429,0.0686355311355311,0.240659340659341,0.116666666666667,61.6666666666667,-0.0043400438949347,18,23,9,23,27,25
2025,5,"DAL",1,54,29,25,0.537037037037037,7.44444444444444,8.10344827586207,6.68,0.329754552120905,0.358486618286347,0.296425355368992,0.462962962962963,0.12962962962963,0.314814814814815,0.0344827586206897,0,0,4,12,6,0.5,8,2,0.25,7,1.6731515262384,54,NA,0.207049454329475,0.497903875354856,0.103073215818314,0.390909090909091,0.228354978354978,62.6666666666667,0.333662113119405,4,6,3,18,10,14.5
2025,5,"DEN",1,69,40,29,0.579710144927536,5.20289855072464,5.725,4.48275862068965,0.083089097939985,0.122420287488872,0.0288391813208301,0.492753623188406,0.0869565217391304,0.289855072463768,0.05,0,0,2,15,5,0.333333333333333,8,2,0.25,7,-0.401822057594213,69,NA,0.0652488708706273,0.42237890063977,0.110262436349393,0.367521367521368,0.261904761904762,63,0.0849878450216554,13,15,10,12,22.5,14.5
2025,5,"DET",1,57,28,29,0.491228070175439,6.3859649122807,8.82142857142857,4.03448275862069,0.229853172576169,0.46474630837994,0.00305980007597727,0.526315789473684,0.087719298245614,0.210526315789474,0.142857142857143,1,0.0175438596491228,5,7,2,0.285714285714286,14,5,0.357142857142857,0,NA,57,NA,0.139369336791603,0.49635205802969,0.0873327147998201,0.404761904761905,0.30859010270775,57.6666666666667,0.280071705058355,5,4,11,6,26,6
2025,5,"HOU",1,60,32,28,0.533333333333333,5.9,6.34375,5.39285714285714,0.325243124661281,0.472889450218219,0.156504466881922,0.583333333333333,0.0833333333333333,0.183333333333333,0.0625,0,0,5,11,6,0.545454545454545,12,4,0.333333333333333,5,0.77674564034678,60,NA,0.0730243738121214,0.433838383838384,0.0752525252525253,0.386580086580087,0.333333333333333,60.3333333333333,0.3463354568837,3,3,6,3,8,8
2025,5,"IND",1,61,35,26,0.573770491803279,5.22950819672131,6.31428571428571,3.76923076923077,0.2768333146738,0.305217039953911,0.238624453719804,0.508196721311475,0.0655737704918033,0.262295081967213,0,0,0,6,10,8,0.8,22,6,0.272727272727273,11,0.253967836058699,61,NA,0.182565947851991,0.507008969996907,0.0866377977111042,0.473015873015873,0.367099567099567,54.6666666666667,0.278580005460268,6,10,4,8,1,11.5
2025,5,"JAX",1,52,28,24,0.538461538461538,6.03846153846154,7.5,4.33333333333333,0.0416369823101597,-0.0265683713444671,0.121209894907224,0.480769230769231,0.134615384615385,0.269230769230769,0.107142857142857,2,0.0384615384615385,3,9,5,0.555555555555556,14,3,0.214285714285714,10,0.345695135564893,52,NA,-0.0171972822851933,0.438505747126437,0.0941202475685234,0.385185185185185,0.249206349206349,58.3333333333333,0.0325429351562094,14,21,7,14,6,17
2025,5,"KC",1,61,41,20,0.672131147540984,7.77049180327869,7.75609756097561,7.8,0.236831848863627,0.0649833461985265,0.589121279327082,0.672131147540984,0.147540983606557,0.245901639344262,0,1,0.0163934426229508,5,9,5,0.555555555555556,13,5,0.384615384615385,9,0.312896726264929,61,NA,0.214961296351735,0.53958003138331,0.0958373745258991,0.494708994708995,0.253936122357175,63.3333333333333,0.274638519449949,7,17,1,1,6,4
2025,5,"LA",1,62,47,15,0.758064516129032,7.29032258064516,8.04255319148936,4.93333333333333,0.0559912671422207,0.327250581853781,-0.793954585620668,0.548387096774194,0.145161290322581,0.306451612903226,0.0212765957446809,2,0.032258064516129,3,10,4,0.4,12,3,0.25,7,-0.512286425795043,62,NA,0.0360731706898784,0.523584539713572,0.125828174215271,0.344444444444444,0.291666666666667,63.6666666666667,-0.121231485135999,24,8,28,5,15,14.5
2025,5,"LAC",1,63,37,26,0.587301587301587,5.34920634920635,4.89189189189189,6,-0.140444676581602,-0.357778407772452,0.1688379408823,0.396825396825397,0.0952380952380952,0.26984126984127,0.135135135135135,2,0.0317460317460317,1,16,9,0.5625,9,1,0.111111111111111,7,-0.356445602806551,63,NA,-0.117858937301265,0.399981581943607,0.09277677315652,0.454545454545455,0.0925925925925926,66,-0.147131868310551,25,26,5,24,4,26
2025,5,"LV",1,63,39,24,0.619047619047619,4.52380952380952,4.71794871794872,4.20833333333333,-0.264383179322792,-0.31195848700319,-0.187073304342145,0.476190476190476,0.0634920634920635,0.317460317460317,0.102564102564103,2,0.0317460317460317,0,13,7,0.538461538461538,14,0,0,6,-0.368750131948426,63,NA,-0.134014505008106,0.458521825396825,0.112414021164021,0.334249084249084,0.157407407407407,59,-0.262004413938772,26,25,22,15,9,27.5
2025,5,"MIA",1,53,39,14,0.735849056603774,4.67924528301887,5.87179487179487,1.35714285714286,0.095273431587789,0.294492084423451,-0.459692815597269,0.358490566037736,0.0566037735849057,0.39622641509434,0.0769230769230769,0,0,3,13,5,0.384615384615385,10,2,0.2,4,-0.766163787891855,53,NA,0.0825871066278492,0.384719705314525,0.0723309921156633,0.471639471639472,0.243589743589744,55.3333333333333,-0.00718187558483707,20,11,27,28,17,19
2025,5,"MIN",1,58,38,20,0.655172413793103,6.05172413793103,6.63157894736842,4.95,0.130434715945429,0.314729499542845,-0.219725372889661,0.5,0.120689655172414,0.258620689655172,0.0789473684210526,1,0.0172413793103448,3,9,3,0.333333333333333,6,2,0.333333333333333,7,0.807639372302219,58,NA,0.116204665004448,0.493772893772894,0.10891120373879,0.334887334887335,0.283605283605284,60,0.100947550569843,12,9,25,10,22.5,8
2025,5,"NE",1,55,34,21,0.618181818181818,6.09090909090909,7.85294117647059,3.23809523809524,0.0367698728864048,0.128681735588506,-0.112039809583664,0.454545454545455,0.0909090909090909,0.345454545454545,0.117647058823529,1,0.0181818181818182,2,9,3,0.333333333333333,11,2,0.181818181818182,13,0.0243621518502606,55,NA,0.07978750192738,0.443430987617034,0.120889962750428,0.389957264957265,0.277056277056277,56,0.0323931175196381,15,13,17,19,22.5,21
